episode,time_h,completed,attempts,errors,err_rate,mp_r,mp_h,w_hat_r,w_h,wage_parity,prod_parity,profit,lambda_dual,err_target,episode_reward,episode_steps,policy_loss,value_loss,entropy,novelty,mean_weight,mean_valuation,delta_mpl,predicted_delta_mpl,data_value
2,1.0,111,137,26,0.189781,111.0,60.0,12.234307,18.0,0.679684,1.85,12.134307,0.029495,0.06,566.726664,60,0.622572,12816.383789,1.42598,-0.479124,0.300212,0.999998,1.125091,0.339033,-11.0,0.0,0.0,0.0
3,1.0,103,116,13,0.112069,103.0,60.0,19.356897,18.0,1.075383,1.716667,19.256897,0.034702,0.06,1206.7094,60,0.564797,66053.166797,1.42926,-0.533059,0.096972,0.999998,1.211495,0.361891,-8.0,0.0,0.0,0.0
4,1.0,115,137,22,0.160584,115.0,60.0,16.032847,18.0,0.890714,1.916667,15.932847,0.044761,0.06,1297.590676,60,0.162482,79766.614062,1.431794,-0.318424,0.798873,0.999998,1.191031,0.3956,12.0,0.0,0.0,0.0
5,1.0,102,130,28,0.215385,102.0,60.0,8.630769,18.0,0.479487,1.7,8.530769,0.060299,0.06,301.543154,60,0.50474,7706.773438,1.433928,-0.418029,0.483701,0.999998,1.190632,0.327139,-13.0,0.0,0.0,0.0
6,1.0,103,118,15,0.127119,103.0,60.0,17.80678,18.0,0.989266,1.716667,17.70678,0.067011,0.06,1037.640296,60,0.121136,55973.248828,1.436774,-0.395407,0.649573,0.999998,1.156653,0.360409,1.0,0.0,0.0,0.0
7,1.0,108,128,20,0.15625,108.0,60.0,15.525,18.0,0.8625,1.8,15.425,0.076636,0.06,695.696509,60,0.426925,25059.698242,1.438716,-0.430803,0.298592,0.999998,1.188931,0.42789,5.0,0.0,0.0,0.0
8,1.0,117,140,23,0.164286,117.0,60.0,15.878571,18.0,0.882143,1.95,15.778571,0.087065,0.06,1508.097427,60,0.327262,98945.6875,1.440455,-0.440328,0.725323,0.999998,1.221294,0.427109,9.0,0.0,0.0,0.0
9,1.0,118,133,15,0.112782,118.0,60.0,22.091729,18.0,1.227318,1.966667,21.991729,0.092343,0.06,1115.254136,60,0.346551,60259.376172,1.441818,-0.410736,0.759028,0.999998,1.207223,0.361143,1.0,0.0,0.0,0.0
10,1.0,106,132,26,0.19697,106.0,60.0,10.921212,18.0,0.606734,1.766667,10.821212,0.10604,0.06,898.085714,60,0.555144,28644.227148,1.443139,-0.398404,0.909725,0.999998,1.240823,0.326793,-12.0,0.0,0.0,0.0
11,1.0,107,124,17,0.137097,107.0,60.0,17.430645,18.0,0.968369,1.783333,17.330645,0.113749,0.06,1003.161088,60,0.160988,47834.657031,1.444859,-0.381655,0.515939,0.999998,1.207168,0.345532,1.0,0.0,0.0,0.0
12,1.0,116,137,21,0.153285,116.0,60.0,17.018978,18.0,0.945499,1.933333,16.918978,0.123078,0.06,759.195364,60,0.147919,38154.928516,1.4461,-0.33692,0.391295,0.999998,1.187675,0.430639,9.0,0.0,0.0,0.0
13,1.0,113,129,16,0.124031,113.0,60.0,19.884496,18.0,1.104694,1.883333,19.784496,0.129481,0.06,1442.666699,60,2.744008,95452.460156,1.447453,-0.634518,0.803691,0.999998,1.186982,0.389328,-3.0,0.0,0.0,0.0
14,1.0,116,139,23,0.165468,116.0,60.0,15.605755,18.0,0.866986,1.933333,15.505755,0.140028,0.06,1028.720365,60,1.005066,47228.030078,1.450032,-0.394027,0.593831,0.999998,1.162799,0.405499,3.0,0.0,0.0,0.0
15,1.0,116,133,17,0.12782,116.0,60.0,19.972932,18.0,1.109607,1.933333,19.872932,0.14681,0.06,1000.251303,60,0.238616,56591.579297,1.45231,-0.464006,0.651745,0.999998,1.165113,0.352133,0.0,0.0,0.0,0.0
16,1.0,115,133,18,0.135338,115.0,60.0,18.93609,18.0,1.052005,1.916667,18.83609,0.154344,0.06,1063.377192,60,0.989226,57027.403906,1.453934,-0.333538,0.116859,0.999998,1.14923,0.400203,-1.0,0.0,0.0,0.0
17,1.0,100,108,8,0.074074,100.0,60.0,22.592593,18.0,1.255144,1.666667,22.492593,0.155751,0.06,1435.996297,60,1.590167,86291.974219,1.45583,-0.629659,0.851131,0.999998,1.210551,0.360259,-15.0,0.0,0.0,0.0
18,1.0,121,140,19,0.135714,121.0,60.0,19.878571,18.0,1.104365,2.016667,19.778571,0.163322,0.06,761.290072,60,1.247418,34053.20625,1.458095,-0.243857,0.097213,0.999998,1.150801,0.399765,21.0,0.0,0.0,0.0
19,1.0,127,145,18,0.124138,127.0,60.0,22.334483,18.0,1.240805,2.116667,22.234483,0.169736,0.06,1728.770114,60,0.229843,134950.69375,1.460493,-0.386876,0.914088,0.999998,1.19278,0.431536,6.0,7.979264,0.488779,1915.023256
